timestamp,row_id,fac,run_mode,success,input_tokens,output_tokens,cost_usd,attempts
2026-04-02 19:08:32.76621,777_1,777,all,TRUE,1091,102,0.0048,1
2026-04-02 19:08:34.93372,777_2,777,all,TRUE,1089,61,0.00418,1
2026-04-02 19:08:37.029804,777_3,777,all,TRUE,1093,62,0.00421,1
2026-04-02 19:08:40.686683,777_4,777,all,TRUE,1094,108,0.0049,1
2026-04-02 19:08:45.752357,777_5,777,all,TRUE,1095,142,0.00541,1
2026-04-02 19:08:49.61702,777_6,777,all,TRUE,1091,111,0.00494,1
2026-04-02 19:08:54.400492,777_7,777,all,TRUE,1091,138,0.00534,1
2026-04-02 19:08:57.905378,777_8,777,all,TRUE,1093,93,0.00467,1
2026-04-02 19:09:01.343142,777_9,777,all,TRUE,1088,103,0.00481,1
2026-04-02 19:09:05.450343,781_1,781,all,TRUE,1137,127,0.00532,1
2026-04-02 19:09:09.334172,781_2,781,all,TRUE,1142,122,0.00526,1
2026-04-02 19:09:13.110791,781_3,781,all,TRUE,1135,122,0.00524,1
2026-04-02 19:09:16.202124,781_4,781,all,TRUE,1093,89,0.00461,1
2026-04-02 19:09:19.886079,781_5,781,all,TRUE,1098,103,0.00484,1
2026-04-02 19:09:25.814229,781_6,781,all,TRUE,1095,142,0.00541,1
2026-04-02 19:09:27.797994,781_7,781,all,TRUE,1098,61,0.00421,1
2026-04-02 19:09:31.014698,784_1,784,all,TRUE,1081,97,0.0047,1
2026-04-02 19:09:34.535169,784_2,784,all,TRUE,1090,91,0.00464,1
2026-04-02 19:09:38.35393,784_3,784,all,TRUE,1086,103,0.0048,1
2026-04-02 19:09:41.576729,784_4,784,all,TRUE,1084,95,0.00468,1
2026-04-02 19:09:45.055766,784_5,784,all,TRUE,1093,100,0.00478,1
2026-04-02 19:09:48.760239,788_1,788,all,TRUE,1205,122,0.00544,1
2026-04-02 19:09:52.510055,788_2,788,all,TRUE,1202,113,0.0053,1
2026-04-02 19:09:57.195645,788_3,788,all,TRUE,1175,136,0.00557,1
2026-04-02 19:10:01.079626,788_4,788,all,TRUE,1182,101,0.00506,1
2026-04-02 19:10:04.158721,790_1,790,all,TRUE,1101,94,0.00471,1
2026-04-02 19:10:08.571958,790_2,790,all,TRUE,1097,122,0.00512,1
2026-04-02 19:10:12.181216,790_3,790,all,TRUE,1100,113,0.00499,1
2026-04-02 19:10:15.363029,790_4,790,all,TRUE,1093,96,0.00472,1
2026-04-02 19:10:18.545927,790_5,790,all,TRUE,1106,99,0.0048,1
2026-04-02 19:10:22.385158,793_1,793,all,TRUE,1241,110,0.00537,1
2026-04-02 19:10:26.574813,793_2,793,all,TRUE,1191,135,0.0056,1
2026-04-02 19:10:31.13777,793_3,793,all,TRUE,1228,117,0.00544,1
2026-04-02 19:10:35.690384,793_4,793,all,TRUE,1192,132,0.00556,1
2026-04-02 19:10:39.580263,793_5,793,all,TRUE,1096,101,0.0048,1
2026-04-02 19:10:45.182746,793_6,793,all,TRUE,1093,162,0.00571,1
2026-04-02 19:10:48.9489,793_7,793,all,TRUE,1095,96,0.00472,1
2026-04-02 19:10:52.426751,802_1,802,all,TRUE,1174,117,0.00528,1
2026-04-02 19:10:56.423934,802_2,802,all,TRUE,1122,108,0.00499,1
2026-04-02 19:11:01.044192,802_3,802,all,TRUE,1165,142,0.00562,1
2026-04-02 19:11:04.827148,802_4,802,all,TRUE,1145,116,0.00518,1
2026-04-02 19:11:08.565386,804_1,804,all,TRUE,1126,114,0.00509,1
2026-04-02 19:11:12.95755,804_2,804,all,TRUE,1171,125,0.00539,1
2026-04-02 19:11:17.347167,804_3,804,all,TRUE,1153,106,0.00505,1
2026-04-02 19:11:21.199475,809_1,809,all,TRUE,1091,109,0.00491,1
2026-04-02 19:11:24.770795,809_2,809,all,TRUE,1085,95,0.00468,1
2026-04-02 19:11:28.224837,809_3,809,all,TRUE,1083,104,0.00481,1
2026-04-02 19:11:32.453151,809_4,809,all,TRUE,1084,105,0.00483,1
2026-04-02 19:11:36.263482,809_5,809,all,TRUE,1087,103,0.00481,1
2026-04-02 19:11:40.785235,813_1,813,all,TRUE,1420,142,0.00639,1
2026-04-02 19:11:44.673753,813_2,813,all,TRUE,1338,105,0.00559,1
2026-04-02 19:11:49.274224,813_3,813,all,TRUE,1324,157,0.00633,1
2026-04-02 19:11:53.476809,814_1,814,all,TRUE,1136,122,0.00524,1
2026-04-02 19:11:56.876276,814_2,814,all,TRUE,1140,114,0.00513,1
2026-04-02 19:12:01.280723,814_3,814,all,TRUE,1149,123,0.00529,1
2026-04-02 19:12:06.353776,824_1,824,all,TRUE,1085,150,0.0055,1
2026-04-02 19:12:10.654029,824_2,824,all,TRUE,1086,125,0.00513,1
2026-04-02 19:12:14.713052,824_3,824,all,TRUE,1083,107,0.00485,1
2026-04-02 19:12:18.57156,824_4,824,all,TRUE,1085,94,0.00466,1
2026-04-02 19:12:23.455571,826_1,826,all,TRUE,1138,145,0.00559,1
2026-04-02 19:12:29.083302,826_2,826,all,TRUE,1140,134,0.00543,1
2026-04-02 19:12:32.663721,826_3,826,all,TRUE,1127,111,0.00505,1
